episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
390,700.0,599,232922,0.1,0.14063531632224718,983.2370548939999,True,False
391,680.0,801,233723,0.1,0.13084204848855735,986.53388134,True,False
392,690.0,609,234332,0.1,0.12963146805227582,989.072139456,True,False
393,330.0,414,234746,0.1,0.15163317941201543,991.182244622,True,False
394,740.0,608,235354,0.1,0.16281214036586644,994.230105383,True,False
395,430.0,458,235812,0.1,0.11009783169821552,996.1641832720001,True,False
396,380.0,478,236290,0.1,0.1119930705822566,998.211401419,True,False
397,460.0,431,236721,0.1,0.14801501482725143,1000.107745727,True,False
398,1370.0,880,237601,0.1,0.161057812911035,1003.8315392119999,True,False
399,370.0,399,238000,0.1,0.14317179042845965,1006.224904217,True,False
400,360.0,442,238442,0.1,0.13158721420913935,1008.180368297,True,False
401,650.0,632,239074,0.1,0.14544147968622326,1014.0821356789999,True,False
402,1070.0,914,239988,0.1,0.13230903183138526,1018.320210962,True,False
403,630.0,665,240653,0.1,0.12807660342295127,1021.3334732089999,True,False
404,900.0,660,241313,0.1,0.12093147926709868,1024.080482854,True,False
405,1440.0,836,242149,0.1,0.11712435789798435,1027.578193409,True,False
406,860.0,852,243001,0.1,0.12423764461292908,1031.763378051,True,False
407,420.0,453,243454,0.1,0.09017825280769473,1033.789367925,True,False
408,640.0,720,244174,0.1,0.09270315183740523,1036.8094989800002,True,False
409,440.0,474,244648,0.1,0.1045217413392638,1038.8493637669999,True,False
410,850.0,715,245363,0.1,0.13017960495493386,1041.724007579,True,False
411,680.0,626,245989,0.1,0.11032614658829892,1045.128393932,True,False
412,1370.0,1025,247014,0.1,0.11317252169828862,1049.2593595120002,True,False
413,580.0,552,247566,0.1,0.11418687590006468,1051.621156277,True,False
414,460.0,508,248074,0.1,0.0859447106807016,1053.8141462429999,True,False
415,540.0,443,248517,0.1,0.10823751566512091,1056.015051726,True,False
416,1240.0,681,249198,0.1,0.10433923483771436,1059.4114907069998,True,False
417,990.0,864,250062,0.1,0.11997234476385293,1062.8712278859998,True,False
418,420.0,380,250442,0.1,0.12521029879388057,1064.6299058629997,True,False
419,630.0,569,251011,0.1,0.12909934650057217,1067.068837454,True,False
420,600.0,686,251697,0.1,0.11480683390440982,1070.657877603,True,False
421,1880.0,661,252358,0.1,0.13454937431961297,1073.481071876,True,False
422,350.0,430,252788,0.1,0.11479463381692767,1075.3626872209998,True,False
423,980.0,934,253722,0.1,0.12411915621212624,1079.2144005330001,True,False
424,350.0,427,254149,0.1,0.13042651628640212,1081.073412232,True,False
425,430.0,435,254584,0.1,0.13779835698596382,1083.745516216,True,False
426,570.0,581,255165,0.1,0.118959165428733,1088.477280224,True,False
427,240.0,302,255467,0.1,0.11567354435722033,1089.7829079929998,True,False
428,390.0,530,255997,0.1,0.10720427477158102,1092.0013555609999,True,False
429,270.0,431,256428,0.1,0.13674279240270457,1093.8719379109998,True,False
430,580.0,496,256924,0.1,0.12663199375533768,1096.764955958,True,False
431,680.0,551,257475,0.1,0.13796965463807548,1099.205142024,True,False
432,1370.0,774,258249,0.1,0.1282304166528137,1102.4230487209998,True,False
433,1130.0,874,259123,0.1,0.1296448215987499,1105.9473467049997,True,False
434,500.0,464,259587,0.1,0.14269990526974716,1108.2426765129999,True,False
435,1330.0,664,260251,0.1,0.1292793072131743,1111.6232345919998,True,False
436,810.0,662,260913,0.1,0.11664734079491303,1114.4163143279998,True,False
437,420.0,487,261400,0.1,0.1196888054369903,1116.562850976,True,False
438,1150.0,570,261970,0.1,0.1381334366381798,1119.011916242,True,False
439,270.0,349,262319,0.1,0.1545031426324584,1120.722972308,True,False
440,380.0,437,262756,0.1,0.10471007756211541,1123.3552239699998,True,False
441,420.0,482,263238,0.1,0.1479445725757008,1125.429999426,True,False
442,760.0,603,263841,0.1,0.1186060570550478,1128.061644715,True,False
443,630.0,503,264344,0.1,0.12941073383840304,1130.141369091,True,False
444,700.0,866,265210,0.1,0.14360542035730625,1133.84906387,True,False
445,510.0,489,265699,0.1,0.1395857094130555,1136.6140815590002,True,False
446,1410.0,796,266495,0.1,0.12351084202902401,1139.7818183509999,True,False
447,460.0,441,266936,0.1,0.12990395704636704,1141.688219577,True,False
448,250.0,366,267302,0.1,0.11897739503982958,1143.268844574,True,False
449,350.0,458,267760,0.1,0.15986693303870117,1145.298028104,True,False
450,710.0,666,268426,0.1,0.15673682302326322,1148.606190419,True,False
451,300.0,416,268842,0.1,0.1510805575750195,1153.4052875409998,True,False
452,430.0,396,269238,0.1,0.14995480110548964,1155.1408643119998,True,False
453,1100.0,746,269984,0.1,0.1462715992126315,1158.200716976,True,False
454,490.0,445,270429,0.1,0.14829892863158708,1160.441573514,True,False
455,660.0,478,270907,0.1,0.13891043352792745,1163.0153522659998,True,False
456,380.0,404,271311,0.1,0.16289592233698558,1164.7947462070001,True,False
457,300.0,310,271621,0.1,0.13463269744832546,1166.207860176,True,False
458,410.0,493,272114,0.1,0.1297122502654064,1168.2471496140001,True,False
459,540.0,766,272880,0.1,0.15805402039162195,1171.4702304449997,True,False
460,990.0,661,273541,0.1,0.1345062602537148,1174.787065719,True,False
461,340.0,408,273949,0.1,0.15442014923867056,1176.7135566719999,True,False
462,380.0,410,274359,0.1,0.14722075468550125,1178.5571136600001,True,False
463,2090.0,752,275111,0.1,0.12965783810223194,1181.5961191390002,True,False
464,430.0,436,275547,0.1,0.15024123703121045,1183.5109044179999,True,False
465,310.0,445,275992,0.1,0.13025697475365763,1185.515008244,True,False
466,1170.0,693,276685,0.1,0.14835742111129396,1189.2239471849998,True,False
467,530.0,667,277352,0.1,0.1272282168536843,1191.951827461,True,False
468,820.0,557,277909,0.1,0.12174403719711217,1194.1886362659998,True,False
469,1470.0,798,278707,0.1,0.10708260212336952,1197.34782809,True,False
470,640.0,590,279297,0.1,0.12392939966977448,1200.1244823279999,True,False
471,710.0,582,279879,0.1,0.0902798094754589,1202.827625466,True,False
472,700.0,582,280461,0.1,0.1181129283679981,1205.129775801,True,False
473,1370.0,739,281200,0.1,0.1024728445688615,1207.92528756,True,False
474,730.0,648,281848,0.1,0.11795071234213717,1210.400774027,True,False
475,1250.0,793,282641,0.1,0.10793049603399604,1214.217831127,True,False
476,250.0,324,282965,0.1,0.08647937789835312,1217.7269627649998,True,False
477,420.0,488,283453,0.1,0.10416701491006085,1219.6744573829997,True,False
478,880.0,674,284127,0.1,0.14450526942632028,1222.303437514,True,False
479,500.0,517,284644,0.1,0.13818740398408128,1224.2871805159998,True,False
480,450.0,493,285137,0.1,0.13945185184115316,1226.8709957349997,True,False
481,540.0,426,285563,0.1,0.1275632382405676,1228.6699601649998,True,False
482,210.0,342,285905,0.1,0.12124297685574653,1230.0604621319999,True,False
483,1030.0,697,286602,0.1,0.13865901576890344,1232.7375871089998,True,False
484,850.0,786,287388,0.1,0.16363066158772724,1235.6734785639997,True,False
485,350.0,471,287859,0.1,0.12335692454352339,1237.610245332,True,False
486,460.0,533,288392,0.1,0.1301624710018288,1240.3642738949998,True,False
487,1490.0,779,289171,0.1,0.10604638722485181,1243.272585188,True,False
488,1190.0,941,290112,0.1,0.12633704303732238,1246.82237222,True,False
489,420.0,401,290513,0.1,0.13857638966292143,1248.687427075,True,False
490,520.0,550,291063,0.1,0.11233548298614086,1251.4503501519998,True,False
491,550.0,501,291564,0.1,0.10550603068004998,1253.9923284679999,True,False
492,1390.0,1041,292605,0.1,0.11291704050336893,1257.9677662209997,True,False
493,620.0,597,293202,0.1,0.09706578174943492,1260.35644865,True,False
494,620.0,626,293828,0.1,0.09291754211566061,1262.9068190149997,True,False
495,510.0,479,294307,0.1,0.1190845054582137,1265.454197215,True,False
496,390.0,488,294795,0.1,0.13208821339563268,1267.636726582,True,False
497,1120.0,517,295312,0.1,0.10089104573887128,1269.729296347,True,False
498,750.0,680,295992,0.1,0.12527090293519638,1272.5282110839998,True,False
499,390.0,464,296456,0.1,0.1297151794865856,1274.5125821379997,True,False
500,1100.0,788,297244,0.1,0.12869919497557553,1278.269790032,True,False
