episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
238,1100.0,827,141050,0.1,0.10262552677577244,627.3779725710006,True,False
239,840.0,711,141761,0.1,0.09611205557842603,630.844197846,True,False
240,1280.0,975,142736,0.1,0.10064764120081654,635.1670038759999,True,False
241,590.0,556,143292,0.1,0.10932344218327415,637.6824830720002,True,False
242,850.0,706,143998,0.1,0.09616970529102466,641.5490600039998,True,False
243,510.0,622,144620,0.1,0.09816544683268055,644.3491138490003,True,False
244,780.0,668,145288,0.1,0.10934691288380209,647.3165713539997,True,False
245,1550.0,945,146233,0.1,0.09935964544114294,651.6373956709999,True,False
246,720.0,639,146872,0.1,0.08831414667074569,655.1437472809998,True,False
247,800.0,693,147565,0.1,0.08809490397443316,658.1882064320002,True,False
248,1180.0,848,148413,0.1,0.09940505521108378,661.8950385419998,True,False
249,1000.0,582,148995,0.1,0.09115734544165176,664.7128232210002,True,False
250,400.0,511,149506,0.1,0.08521918472251855,667.6967806039997,True,False
251,890.0,786,150292,0.1,0.08855597994900143,673.996162856,True,False
252,720.0,778,151070,0.1,0.10612401223174997,677.6467269469999,True,False
253,630.0,607,151677,0.1,0.10058366703359704,681.0638332499998,True,False
254,1050.0,1008,152685,0.1,0.10495562308157484,685.4616257749999,True,False
255,650.0,488,153173,0.1,0.08050675558872887,687.6927980470005,True,False
256,440.0,435,153608,0.1,0.1011588306704519,689.684838052,True,False
257,730.0,643,154251,0.1,0.11024062308715657,693.2793891599999,True,False
258,430.0,489,154740,0.1,0.09935044783462839,695.5252832660003,True,False
259,500.0,458,155198,0.1,0.10623765749889508,697.5865060660003,True,False
260,990.0,771,155969,0.1,0.1000484038974337,700.9920766930004,True,False
261,370.0,468,156437,0.1,0.10032994322415091,703.2696543450006,True,False
262,1170.0,653,157090,0.1,0.08999033701931772,706.829997542,True,False
263,490.0,458,157548,0.1,0.08654413169006939,708.8950618009999,True,False
264,670.0,548,158096,0.1,0.0871484007033771,711.3111469310002,True,False
265,510.0,443,158539,0.1,0.09218598587269133,713.3497659730006,True,False
266,820.0,640,159179,0.1,0.0953161587123759,716.3269467390005,True,False
267,720.0,600,159779,0.1,0.09305912639945746,719.7794906590002,True,False
268,360.0,370,160149,0.1,0.10369326066105597,721.5020599260001,True,False
269,1610.0,933,161082,0.1,0.09444445190959222,725.5628276399998,True,False
270,1710.0,872,161954,0.1,0.09587752087246798,729.533432144,True,False
271,640.0,645,162599,0.1,0.08951499800758887,733.0659345710005,True,False
272,590.0,650,163249,0.1,0.10117867728409592,735.8597350599998,True,False
273,1610.0,863,164112,0.1,0.09821816999465227,739.6586918349999,True,False
274,870.0,582,164694,0.1,0.09671437939436271,742.3876540960005,True,False
275,610.0,551,165245,0.1,0.11472423552818921,745.4947966350005,True,False
276,1180.0,760,166005,0.1,0.09945201915443729,751.1110210910006,True,False
277,320.0,534,166539,0.1,0.10082413788352694,753.5018313530004,True,False
278,310.0,460,166999,0.1,0.1064289779604777,755.8836346820003,True,False
279,510.0,487,167486,0.1,0.11847393663569553,758.5594871750004,True,False
280,510.0,543,168029,0.1,0.1028037088621846,760.9459690210001,True,False
281,1580.0,1252,169281,0.1,0.10334872838835747,766.3106790639999,True,False
282,450.0,455,169736,0.1,0.09997536297560784,768.6922138949999,True,False
283,500.0,468,170204,0.1,0.10960650816559792,771.3771769340005,True,False
284,640.0,657,170861,0.1,0.0959376041413989,774.1682120110004,True,False
285,440.0,429,171290,0.1,0.09522988281656648,776.0763230090001,True,False
286,1280.0,622,171912,0.1,0.11382640628382945,778.7262970200004,True,False
287,480.0,422,172334,0.1,0.10374087868701844,780.7532268130003,True,False
288,730.0,626,172960,0.1,0.11252179261368171,784.26462941,True,False
289,640.0,470,173430,0.1,0.10131458393656291,786.3654941939999,True,False
290,1530.0,911,174341,0.1,0.10481621845412933,790.3704886840001,True,False
291,520.0,459,174800,0.1,0.11359644491711389,792.3891878070003,True,False
292,1500.0,1135,175935,0.1,0.1174397113413777,797.9002676240002,True,False
293,720.0,669,176604,0.1,0.11656263534955326,800.6985274740005,True,False
294,660.0,543,177147,0.1,0.10491287121894183,802.9995781789999,True,False
295,2000.0,1048,178195,0.1,0.10969865883394848,807.6054735560006,True,False
296,690.0,456,178651,0.1,0.11242715457225577,810.1486273080004,True,False
297,820.0,793,179444,0.1,0.10567060181281375,813.5552862030004,True,False
298,510.0,490,179934,0.1,0.11132759403925939,815.7358185409998,True,False
299,480.0,573,180507,0.1,0.11560137028043921,818.2512250240002,True,False
300,690.0,627,181134,0.1,0.12401681383893748,821.5923902700001,True,False
301,1080.0,683,181817,0.1,0.13162344909267643,826.8570418020004,True,False
302,950.0,842,182659,0.1,0.10320683442765759,830.4136280580001,True,False
303,470.0,590,183249,0.1,0.11531494929127999,833.1916476769998,True,False
304,780.0,596,183845,0.1,0.11408341598490741,836.1391324460005,True,False
305,2110.0,996,184841,0.1,0.09441611798008881,840.3154916790004,True,False
306,760.0,643,185484,0.1,0.1218842213151988,843.0064200950005,True,False
307,1010.0,904,186388,0.1,0.10605260755339291,847.3969556369998,True,False
308,830.0,530,186918,0.1,0.11174360716320349,849.8331468720003,True,False
309,310.0,351,187269,0.1,0.11285114343362776,851.4356794780001,True,False
310,510.0,550,187819,0.1,0.10105549671897923,853.8192869179998,True,False
311,770.0,577,188396,0.1,0.12307220488015948,856.3572153629998,True,False
312,760.0,555,188951,0.1,0.12892749813803728,859.0850240610002,True,False
313,660.0,601,189552,0.1,0.1375104502978309,862.2625226969999,True,False
314,460.0,546,190098,0.1,0.11900652740972445,864.6858569440005,True,False
315,580.0,558,190656,0.1,0.10690945497980076,867.0704516910005,True,False
316,800.0,692,191348,0.1,0.11068081514468428,869.9450205369999,True,False
317,490.0,460,191808,0.1,0.13587003489551336,872.3664246840003,True,False
318,1140.0,612,192420,0.1,0.11808963762778862,875.259947221,True,False
319,280.0,453,192873,0.1,0.10085693631420094,877.1729094260004,True,False
320,320.0,410,193283,0.1,0.12043726524593783,878.9528292380005,True,False
321,340.0,339,193622,0.1,0.11620916077757583,880.4553095860006,True,False
322,890.0,757,194379,0.1,0.1104007223965945,883.7775058769998,True,False
323,510.0,487,194866,0.1,0.1141499085199149,886.6125292640004,True,False
324,730.0,621,195487,0.1,0.12278258674327404,889.314268734,True,False
325,1360.0,1270,196757,0.1,0.11326759805281957,894.4545345820002,True,False
326,550.0,555,197312,0.1,0.10086345929893659,900.0695419500003,True,False
327,930.0,601,197913,0.1,0.0963707717632254,902.5526406869999,True,False
328,600.0,647,198560,0.1,0.12815648469108123,905.263584414,True,False
329,460.0,451,199011,0.1,0.11447223665059678,907.1656615750003,True,False
330,1060.0,802,199813,0.1,0.1137586479209623,910.7342557710003,True,False
331,1160.0,752,200565,0.1,0.11655527233403731,914.3906062930005,True,False
